"VARIABLENAME","VARIABLELABEL","VARTYPE","UNITS","CATEGORICAL","MISSING","COUNT","NA","MIN","MAX","Formula","categorical value concept code","categorical value concept name","categorical value omop id","variable concept code","variable concept name","variable omop id","additional context concept name","additional context concept code","additional context omop id","unit concept name","unit concept code","unit omop id","domain","visits","visit omop id","visit concept name","visit concept code"
"f8_LALT","Lower limit ALT (U/L) at 2 year follow up","FLOAT","U/L",,,2887,4088,1,30,,,,,"loinc:76625-3","Alanine aminotransferase [Enzymatic activity/volume] in Blood",46235106,"Lower limit of reference range","snomed:385524004",4294191,"unit per liter","ucum:[U]/L",8645,"Measurement","Visit8/24months",44789049,"follow-up 2 years","snomed:199581000000104"
"f8_LAST","Lower limit AST (U/L) at 2 year follow up","FLOAT","U/L",,,2855,4120,1,15,,,,,"loinc:1920-8","Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma",3013721,"Lower limit of reference range","snomed:385524004",4294191,"unit per liter","ucum:[U]/L",8645,"Measurement","Visit8/24months",44789049,"follow-up 2 years","snomed:199581000000104"
"f8_LATOBB","Bundle branch block side at 2 year follow up","INT",,"2 = left | 3=right",1,1595,5184,2,3,,"snomed:7771000|snomed:24028007","Left|Right","4300877|4080761","snomed:6374002","Bundle branch block",313791,"side","snomed:182353008",4112563,,,,"Measurement","Visit8/24months",44789049,"follow-up 2 years","snomed:199581000000104"
"f8_LCKTOT","Lower limit CK total (U/L) at 2 year follow up","FLOAT","U/L",,,3287,3688,1,149,,,,,"loinc:2157-6","creatine kinase [enzymatic activity/volume] in serum or plasma",3007220,"Lower limit of reference range","snomed:385524004",4294191,"unit per liter","ucum:[U]/L",8645,"Measurement","Visit8/24months",44789049,"follow-up 2 years","snomed:199581000000104"
"f8_LISINO","Lisinopril at 2 year follow up","INT",,"2=No | 3=Yes",1,5521,1454,2,3,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","rxnorm:29046","Lisonorpil",1308216,,,,,,,"Drug_Exposure","Visit8/24months",44789049,"follow-up 2 years","snomed:199581000000104"
"f8_METO","Metoprolol at 2 year follow up","INT",,"2=No | 3=Yes",1,5521,1454,2,3,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","rxnorm:6918","Metoprolol",1307046,,,,,,,"Drug_Exposure","Visit8/24months",44789049,"follow-up 2 years","snomed:199581000000104"
"f8_N3PUFA","N3-PUFA open labeled at 2 year follow up","INT",,"2=No | 3=Yes",1,5522,1453,2,3,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","atc:N03AG","Fatty acid derivatives",21604421,,,,,,,"Drug_Exposure","Visit8/24months",44789049,"follow-up 2 years","snomed:199581000000104"
"f8_NA","Serum Sodium (mmol/L) at 2 year follow up","FLOAT","mmol/L",,,4939,2036,105,154,,,,,"loinc:2951-2","Sodium [Moles/volume] in Serum or Plasma",3019550,,,,"millimole per liter","ucum:mmol/L",8753,"Measurement","Visit8/24months",44789049,"follow-up 2 years","snomed:199581000000104"
"f8_NIFED","Nifedipine at 2 year follow up","INT",,"2=No | 3=Yes",1,5521,1454,2,3,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","rxnorm:7417","Nifedipine",1318853,,,,,,,"Drug_Exposure","Visit8/24months",44789049,"follow-up 2 years","snomed:199581000000104"
"f8_NITRATI","Nitrates at 2 year follow up","INT",,"2=No | 3=Yes",1,5521,1454,2,3,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","atc:C01DA","Organic nitrates",21600316,,,,,,,"Drug_Exposure","Visit8/24months",44789049,"follow-up 2 years","snomed:199581000000104"
"f8_NYHA","NYHA Class at 2 year follow up","INT",,"2 = NYHA class I | 3 = NYHA class II | 4 = NYHA class III | 5 = NYHA class IV",1,5402,1573,2,5,,"snomed:420300004|snomed:421704003|snomed:420913000|snomed:422293003","New York Heart Association Classification - Class I| New York Heart Association Classification - Class II| New York Heart Association Classification - Class III| New York Heart Association Classification - Class IV","4220607|4226789|4227345|4228881","snomed:420816009","new york heart association classification",4223299,,,,,,,"Measurement","Visit8/24months",44789049,"follow-up 2 years","snomed:199581000000104"
"f8_OLIVA","Olive oil at 2 year follow up","INT",,"2 = never | 3 = sometimes | 4 = frequently | 5 = on a regular basis",1,5419,1556,2,5,,"LOINC:LA6270-8| LOINC:LA10082-8| LOINC:LA6482-9| SNOMED:307430002","Never| sometimes| frequently| regular frequency","45876662| 45882528| 45883983| 4146463","snomed:41834005","Olive oil",4216445,,,,,,,"Observation","Visit8/24months",44789049,"follow-up 2 years","snomed:199581000000104"
"f8_ONDEQ","Pathological Q waves at 2 year follow up","INT",,"0 = No | 1 = Yes",,5121,1658,0,1,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","snomed:164918000","Pathological Q wave",4065387,,,,,,,"Measurement","Visit8/24months",44789049,"follow-up 2 years","snomed:199581000000104"
"f8_OPENSTAT","Statins open labeled at 2 year follow up","INT",,"2=No | 3=Yes",1,5522,1453,2,3,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","atc:C10AA","hmg-coa reductase inhibitor",21601855,,,,,,,"Drug_Exposure","Visit8/24months",44789049,"follow-up 2 years","snomed:199581000000104"
"f8_PAD","Diastolic blood pressure (mmHg) at 2 year follow up","FLOAT","mmHg",,,5260,1715,40,130,,,,,"loinc:8462-4","Diastolic blood pressure",3012888,,,,"millimeter mercury column","ucum:mm[Hg]",8876,"Measurement","Visit8/24months",44789049,"follow-up 2 years","snomed:199581000000104"
"f8_PAS","Systolic blood pressure (mmHg) at 2 year follow up","FLOAT","mmHg",,,5261,1714,70,210,,,,,"loinc:8480-6","Systolic blood pressure",3004249,,,,"millimeter mercury column","ucum:mm[Hg]",8876,"Measurement","Visit8/24months",44789049,"follow-up 2 years","snomed:199581000000104"
"f8_PESCE","Fish at 2 year follow up","INT",,"2 = never | 3 = once a week | 4 = 2 times a week | 5 = 3+ times a week",1,5418,1557,2,5,,"LOINC:LA6270-8| LOINC:LA26461-6| SNOMED:229800002| LOINC:LA6396-1","Never| once a week| twice weekly| Three or more times per week","45876662|42531017| 4047143| 45877752","snomed:735971005","Fish",42539493,,,,,,,"Observation","Visit8/24months",44789049,"follow-up 2 years","snomed:199581000000104"
"f8_PESOATT","Weight (kg) at 2 year follow up","FLOAT","Kilogram",,,5295,1680,36,172,,,,,"loinc:29463-7","Body weight",3025315,,,,"kilogram","ucum:kg",9529,"Measurement","Visit8/24months",44789049,"follow-up 2 years","snomed:199581000000104"
"f8_POTASSIO","Serum potassium (mmol/L) at 2 year follow up","FLOAT","mmol/L",,,4940,2035,2.5,7.2,,,,,"loinc:2823-3","Potassium [Moles/volume] in Serum or Plasma",3023103,,,,"millimole per liter","ucum:mmol/L",8753,"Measurement","Visit8/24months",44789049,"follow-up 2 years","snomed:199581000000104"
"f8_RAMIP","Ramipril at 2 year follow up","INT",,"2=No | 3=Yes",1,5521,1454,2,3,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","rxnorm:35296","Ramipril",1334456,,,,,,,"Drug_Exposure","Visit8/24months",44789049,"follow-up 2 years","snomed:199581000000104"
"f8_RITMOPM","Rhythm from pacemaker at 2 year follow up","INT",,"0 = No | 1 = Yes",,5121,1658,0,1,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","snomed:10370003","Rhythm from artificial pacing",4304202,,,,,,,"Measurement","Visit8/24months",44789049,"follow-up 2 years","snomed:199581000000104"
"f8_SARTANI","Sartans at 2 year follow up","INT",,"2=No | 3=Yes",1,5521,1454,2,3,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","atc:C09CA","""Angiotensin II receptor blockers (ARBs), plain""",21601823,,,,,,,"Drug_Exposure","Visit8/24months",44789049,"follow-up 2 years","snomed:199581000000104"
"f8_SEMI","Seed oil at 2 year follow up","INT",,"2 = never | 3 = sometimes | 4 = frequently | 5 = on a regular basis",1,5418,1557,2,5,,"LOINC:LA6270-8| LOINC:LA10082-8| LOINC:LA6482-9| SNOMED:307430002","Never| sometimes| frequently| regular frequency","45876662| 45882528| 45883983| 4146463","snomed:21847005","Oil",4071021,,,,,,,"Observation","Visit8/24months",44789049,"follow-up 2 years","snomed:199581000000104"
"f8_SILDENAF","Sildenafil at 2 year follow up","INT",,"2=No | 3=Yes",1,5521,1454,2,3,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","Rxnorm:136411","Sildenafil",1316262,,,,,,,"Drug_Exposure","Visit8/24months",44789049,"follow-up 2 years","snomed:199581000000104"
"f8_SPECNO","If alcohol NO type of non-consumption at 2 year follow up","INT",,"2 = NO | 3 = PAST | 4 = NEVER",1,1706,5269,3,4,,"LOINC:LA32-8|LOINC:LA28393-9|LOINC:LA6270-8","No|Former user| never","45878245|36307819|45876662","snomed:105542008","non - drinker",4022664,,,,,,,"Observation","Visit8/24months",44789049,"follow-up 2 years","snomed:199581000000104"
"f8_SPIRONO","Spironolactone at 2 year follow up","INT",,"2=No | 3=Yes",1,5521,1454,2,3,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","rxnorm:9997","Spironolactone",970250,,,,,,,"Drug_Exposure","Visit8/24months",44789049,"follow-up 2 years","snomed:199581000000104"
"f8_SUPERAL","Spirits (if alcohol YES) at 2 year follow up","INT",,"2 = NO | 3 = sometimes | 4 = 1-2 glasses a day | 5 = 3-4 glasses a day | 6 = 5+ glasses a day",1,3712,3263,2,6,,"LOINC:LA32-8| LOINC:LA10082-8| LOINC:LA26462-4| SNOMED:396112008| loinc:LA13858-8","No| sometimes| 1 or 2 times per day|  Three to four times a day| 5 or more times per day","45878245| 45882528| 42530681| 4244842| 45882530","snomed:6524003","Distilled spirits",4275752,,,,,,,"Observation","Visit8/24months",44789049,"follow-up 2 years","snomed:199581000000104"
"f8_TERAORMO","Hormone Replacement Therapy at 2 year follow up","INT",,"2=No | 3=Yes",1,5525,1450,2,3,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","snomed:266717002","Hormone Replacement Therapy",4141760,,,,,,,"Drug_Exposure","Visit8/24months",44789049,"follow-up 2 years","snomed:199581000000104"
"f8_TIAZIDI","Thiazides at 2 year follow up","INT",,"2=No | 3=Yes",1,5521,1454,2,3,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","snomed:860766002","Thiazides",3655254,,,,,,,"Drug_Exposure","Visit8/24months",44789049,"follow-up 2 years","snomed:199581000000104"
"f8_TRAND","Trandolapril at 2 year follow up","INT",,"2=No | 3=Yes",1,5521,1454,2,3,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","rxnorm:38454","Trandolapril",1342439,,,,,,,"Drug_Exposure","Visit8/24months",44789049,"follow-up 2 years","snomed:199581000000104"
"f8_TRIGLI","Triglycerides (mg/dl) at 2 year follow up","FLOAT","mg/dl",,,4947,2028,21,2698,,,,,"loinc:14927-8","Triglyceride [Moles/volume] in Serum or Plasma",3025839,,,,"milligram per deciliter","ucum:mg/dL",8840,"Measurement","Visit8/24months",44789049,"follow-up 2 years","snomed:199581000000104"
"f8_UALT","Upper limit ALT (U/L) at 2 year follow up","FLOAT","U/L",,,5039,1936,22,72,,,,,"loinc:76625-3","Alanine aminotransferase [Enzymatic activity/volume] in Blood",46235106,"Upper limit of reference range","snomed:371933006",4162853,"unit per liter","ucum:[U]/L",8645,"Measurement","Visit8/24months",44789049,"follow-up 2 years","snomed:199581000000104"
"f8_UAST","Upper limit AST (U/L) at 2 year follow up","FLOAT","U/L",,,5039,1936,19,66,,,,,"loinc:1920-8","Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma",3013721,"Upper limit of reference range","snomed:371933006",4162853,"unit per liter","ucum:[U]/L",8645,"Measurement","Visit8/24months",44789049,"follow-up 2 years","snomed:199581000000104"
"f8_UCKTOT","Upper limit CK total (U/L) at 2 year follow up","FLOAT","U/L",,,5039,1936,70,397,,,,,"loinc:2157-6","creatine kinase [enzymatic activity/volume] in serum or plasma",3007220,"Upper limit of reference range","snomed:371933006",4162853,"unit per liter","ucum:[U]/L",8645,"Measurement","Visit8/24months",44789049,"follow-up 2 years","snomed:199581000000104"
"f8_URICE","Uricemia (mg/dl) at 2 year follow up","FLOAT","mg/dl",,,4790,2185,0.9,17,,,,,"loinc:3084-1","urate [mass/volume] in serum or plasma",3037556,,,,"milligram per deciliter","ucum:mg/dL",8840,"Measurement","Visit8/24months",44789049,"follow-up 2 years","snomed:199581000000104"
"f8_VALUECG","ECG evaluation at 2 year follow up","INT",,"2 = normal | 3 = abnormal",1,5121,1658,2,3,,"snomed:17621005|snomed:263654008","Normal | Abnormal","4069590|4135493","loinc:LP149975-7","ECG",1011679,"evaluation","snomed:723051000000101",44803879,,,,"Measurement","Visit8/24months",44789049,"follow-up 2 years","snomed:199581000000104"
"f8_VERAP","Verapamil at 2 year follow up","INT",,"2=No | 3=Yes",1,5521,1454,2,3,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","rxnorm:11170","Verapamil",1307863,,,,,,,"Drug_Exposure","Visit8/24months",44789049,"follow-up 2 years","snomed:199581000000104"
"f8_VERCOTTA","Cooked vegetables at 2 year follow up","INT",,"2 = never | 3 =2-3 times a week | 4 = once a day | 5= >1 times a day",1,5419,1556,2,5,,"SNOMED:444841000124107| LOINC:LA26463-2| LOINC:LA13897-6| SNOMED:1411000175107","Never| 2 or 3 times per week| once a day| more than once a day","763692| 42531019| 45876378| 761069","snomed:444011000124102","Cooked vegetables",763625,,,,,,,"Observation","Visit8/24months",44789049,"follow-up 2 years","snomed:199581000000104"
"f8_VERCRUDA","Raw vegetables at 2 year follow up","INT",,"2 = never | 3 =2-3 times a week | 4 = once a day | 5= >1 times a day",1,5419,1556,2,5,,"SNOMED:444841000124107| LOINC:LA26463-2| LOINC:LA13897-6| SNOMED:1411000175107","Never| 2 or 3 times per week| once a day| more than once a day","763692| 42531019| 45876378| 761069","snomed:314115004","Raw vegetables",4193035,,,,,,,"Observation","Visit8/24months",44789049,"follow-up 2 years","snomed:199581000000104"
"f8_VINO","Wine (if alcohol YES) at 2 year follow up","INT",,"2 = NO | 3 = sometimes | 4 = 1-2 glasses a day | 5 = 3-4 glasses a day | 6 = 5+ glasses a day",1,3713,3262,2,6,,"LOINC:LA32-8| LOINC:LA10082-8| LOINC:LA26462-4| SNOMED:396112008| loinc:LA13858-8","No| sometimes| 1 or 2 times per day|  Three to four times a day| 5 or more times per day","45878245| 45882528| 42530681| 4244842| 45882530","snomed:35748005","Wine",4262278,,,,,,,"Observation","Visit8/24months",44789049,"follow-up 2 years","snomed:199581000000104"
"f9_ALCOOL","Alcohol at 30 month follow-up","INT",,"2 = NO | 3 = YES",1,5195,1780,2,3,,"LOINC:LA32-8| LOINC:LA33-6","No| yes","45878245| 45877994","snomed:219006","Current drinker",4074035,,,,,,,"Observation","Visit9/30months",2000000001,"follow-up 30 months","icare:icv2000000001"
"f9_ALLOPURI","Allopurinol at 30 month follow-up","INT",,"2=No | 3=Yes",1,5288,1687,2,3,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","rxnorm:519","Allopurinol",1167322,,,,,,,"Drug_Exposure","Visit9/30months",2000000001,"follow-up 30 months","icare:icv2000000001"
"f9_ALTACE","other ACE-inhibitor at 30 month follow-up","INT",,"2=No | 3=Yes",1,5288,1687,2,3,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","atc:C09AA","""ACE inhibitors, plain""",21601784,"Other","snomed:74964007",9177,,,,"Drug_Exposure","Visit9/30months",2000000001,"follow-up 30 months","icare:icv2000000001"
"f9_ALTANO","Other ECG abnormality at 30 month follow-up","INT",,"0 = No | 1 = Yes",,4835,1944,0,1,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","loinc:LA24621-7","Abnormal ECG",36311174,,,,,,,"Measurement","Visit9/30months",2000000001,"follow-up 30 months","icare:icv2000000001"
"f9_ALTDIU","Other diuretics at 30 month follow-up","INT",,"2=No | 3=Yes",1,5288,1687,2,3,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","atc:C03","DIURETICS",21601461,"Other","snomed:74964007",9177,,,,"Drug_Exposure","Visit9/30months",2000000001,"follow-up 30 months","icare:icv2000000001"
"f9_ALTROARI","Other antiarrhythmic agent at 30 month follow-up","INT",,"2=No | 3=Yes",1,5288,1687,2,3,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","atc:C01B","ANTIARRHYTHMICS, CLASS I AND III",21600248,"Other","snomed:74964007",9177,,,,"Drug_Exposure","Visit9/30months",2000000001,"follow-up 30 months","icare:icv2000000001"
"f9_ALTROBB","Other beta blocker at 30 month follow-up","INT",,"2=No | 3=Yes",1,5288,1687,2,3,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","atc:C07A","BETA BLOCKING AGENTS",21601665,"Other","snomed:74964007",9177,,,,"Drug_Exposure","Visit9/30months",2000000001,"follow-up 30 months","icare:icv2000000001"
"f9_ALTROCA","Other calcium antagonist at 30 month follow-up","INT",,"2=No | 3=Yes",1,5288,1687,2,3,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","atc:C08C","SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS",21601745,"Other","snomed:74964007",9177,,,,"Drug_Exposure","Visit9/30months",2000000001,"follow-up 30 months","icare:icv2000000001"
"f9_ALTRODIL","Other vasodilator at 30 month follow-up","INT",,"2=No | 3=Yes",1,5288,1687,2,3,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","snomed:372787008","Vasodilator",4158258,"Other","snomed:74964007",9177,,,,"Drug_Exposure","Visit9/30months",2000000001,"follow-up 30 months","icare:icv2000000001"
"f9_AMIODAR","Amiodarone at 30 month follow-up","INT",,"2=No | 3=Yes",1,5289,1686,2,3,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","rxnorm:703","Amiodarone",1309944,,,,,,,"Drug_Exposure","Visit9/30months",2000000001,"follow-up 30 months","icare:icv2000000001"
"f9_AMLOD","Amlodipine at 30 month follow-up","INT",,"2=No | 3=Yes",1,5288,1687,2,3,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","rxnorm:17767","Amlodipine",1332418,,,,,,,"Drug_Exposure","Visit9/30months",2000000001,"follow-up 30 months","icare:icv2000000001"
"f9_ANTIAGGR","Other antiaggregants at 30 month follow-up","INT",,"2=No | 3=Yes",1,5288,1687,2,3,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","snomed:840595002","Platelet aggregation inhibitor therapy",3655005,"Other","snomed:74964007",9177,,,,"Drug_Exposure","Visit9/30months",2000000001,"follow-up 30 months","icare:icv2000000001"
"f9_ANTICOAG","Oral anticoagulants at 30 month follow-up","INT",,"2=No | 3=Yes",1,5288,1687,2,3,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","atc:B01A","ANTITHROMBOTIC AGENTS",21600961,,,,,,,"Drug_Exposure","Visit9/30months",2000000001,"follow-up 30 months","icare:icv2000000001"
"f9_ANTIDEPR","Antidepressants at 30 month follow-up","INT",,"2=No | 3=Yes",1,5288,1687,2,3,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","atc:N06A","antidepressants",21604686,,,,,,,"Drug_Exposure","Visit9/30months",2000000001,"follow-up 30 months","icare:icv2000000001"
"f9_ASA","Acetylsalicylic acid at 30 month follow-up","INT",,"2=No | 3=Yes",1,5289,1686,2,3,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","rxnorm:1191","Aspirin",1112807,,,,,,,"Drug_Exposure","Visit9/30months",2000000001,"follow-up 30 months","icare:icv2000000001"
"f9_ATENO","Atenolol at 30 month follow-up","INT",,"2=No | 3=Yes",1,5288,1687,2,3,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","rxnorm:1202","Atenolol",1314002,,,,,,,"Drug_Exposure","Visit9/30months",2000000001,"follow-up 30 months","icare:icv2000000001"
"f9_BBRANCA","Bundle branch block at 30 month follow-up","INT",,"0 = No | 1 = Yes",,4835,1944,0,1,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","snomed:6374002","Bundle branch block",313791,,,,,,,"Measurement","Visit9/30months",2000000001,"follow-up 30 months","icare:icv2000000001"
"f9_BENZOD","Benzodiazepine at 30 month follow-up","INT",,"2=No | 3=Yes",1,5288,1687,2,3,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","atc:N05BA","Benzodiazepine derivatives",21604565,,,,,,,"Drug_Exposure","Visit9/30months",2000000001,"follow-up 30 months","icare:icv2000000001"
"f9_BIRRA","Beer (if alcohol YES) at 30 month follow-up","INT",,"2 = NO | 3 = sometimes | 4 = 1-2 glasses a day | 5 = 3-4 glasses a day | 6 = 5+ glasses a day",1,3573,3402,2,6,,"LOINC:LA32-8| LOINC:LA10082-8| LOINC:LA26462-4| SNOMED:396112008| loinc:LA13858-8","No| sometimes| 1 or 2 times per day|  Three to four times a day| 5 or more times per day","45878245| 45882528| 42530681| 4244842| 45882530","snomed:53410008","Beer",4201587,,,,,,,"Observation","Visit9/30months",2000000001,"follow-up 30 months","icare:icv2000000001"
"f9_BISOPRO","Bisoprolol at 30 month follow-up","INT",,"2=No | 3=Yes",1,5288,1687,2,3,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","rxnorm:19484","Bisoprolol",1338005,,,,,,,"Drug_Exposure","Visit9/30months",2000000001,"follow-up 30 months","icare:icv2000000001"
"f9_BURRO","Butter at 30 month follow-up","INT",,"2 = never | 3 = sometimes | 4 = frequently | 5 = on a regular basis",1,5195,1780,2,5,,"LOINC:LA6270-8| LOINC:LA10082-8| LOINC:LA6482-9| SNOMED:307430002","Never| sometimes| frequently| regular frequency","45876662| 45882528| 45883983| 4146463","snomed:226888007","Butter",4024776,,,,,,,"Observation","Visit9/30months",2000000001,"follow-up 30 months","icare:icv2000000001"
"f9_CAFFE","Coffee at 30 month follow-up","INT",,"2 = never | 3 = 1-2 cups a day | 4 = 3-4 cups a day | 5 = 5+ cups a day",1,5195,1780,2,5,,"SNOMED:444841000124107| SNOMED:396107007| SNOMED:396112008| loinc:LA13858-8","Never| One to two times a day| Three to four times a day| 5 or more times per day","763692| 4245244| 4244842| 45882530","snomed:29263009","Coffee",4162308,,,,,,,"Observation","Visit9/30months",2000000001,"follow-up 30 months","icare:icv2000000001"
"f9_CAPTO","Captopril at 30 month follow-up","INT",,"2=No | 3=Yes",1,5288,1687,2,3,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","rxnorm:1998","Captopril",1340128,,,,,,,"Drug_Exposure","Visit9/30months",2000000001,"follow-up 30 months","icare:icv2000000001"
"f9_CARVE","Carvedilol at 30 month follow-up","INT",,"2=No | 3=Yes",1,5288,1687,2,3,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","rxnorm:20352","Carvedilol",1346823,,,,,,,"Drug_Exposure","Visit9/30months",2000000001,"follow-up 30 months","icare:icv2000000001"
"f9_CHEESE","Cheese at 30 month follow-up","INT",,"2 = never | 3 =2-3 times a week | 4 = once a day | 5= >1 times a day",1,5195,1780,2,5,,"SNOMED:444841000124107| LOINC:LA26463-2| LOINC:LA13897-6| SNOMED:1411000175107","Never| 2 or 3 times per week| once a day| more than once a day","763692| 42531019| 45876378| 761069","snomed:102264005","Cheese",4008485,,,,,,,"Observation","Visit9/30months",2000000001,"follow-up 30 months","icare:icv2000000001"
"f9_DALTACE","Dose other ACE-inhibitor (mg) at 30 month follow-up","FLOAT","mg",,,433,6542,1,60,,,,,"atc:C09AA","""ACE inhibitors, plain""",21601784,"Dosage|Other","snomed:260911001|snomed:74964007","4118853|9177","milligram","ucum:mg",8576,"Drug_Exposure","Visit9/30months",2000000001,"follow-up 30 months","icare:icv2000000001"
"f9_DATAECG","ECG date at 30 month follow-up","DATETIME","dd-mm-yyyy",,,4835,1944,01/30/05,12/31/07,,,,,"loinc:LP149975-7","ECG",1011679,"Date of procedure","snomed:439272007",4232096,,,,"Observation_period","Visit9/30months",2000000001,"follow-up 30 months","icare:icv2000000001"
"f9_DATENO","Dose Atenolol (mg) at 30 month follow-up","FLOAT","mg",,,76,6899,12.5,200,,,,,"rxnorm:1202","Atenolol",1314002,"Dosage","snomed:260911001",4118853,"milligram","ucum:mg",8576,"Drug_Exposure","Visit9/30months",2000000001,"follow-up 30 months","icare:icv2000000001"
"f9_DBISOPRO","Dose Bisoprolol (mg) at 30 month follow-up","FLOAT","mg",,,789,6186,0.612,18.75,,,,,"rxnorm:19484","Bisoprolol",1338005,"Dosage","snomed:260911001",4118853,"milligram","ucum:mg",8576,"Drug_Exposure","Visit9/30months",2000000001,"follow-up 30 months","icare:icv2000000001"
"f9_DCAPTO","Dose Captopril (mg) at 30 month follow-up","FLOAT","mg",,,123,6852,6.2,200,,,,,"rxnorm:1998","Captopril",1340128,"Dosage","snomed:260911001",4118853,"milligram","ucum:mg",8576,"Drug_Exposure","Visit9/30months",2000000001,"follow-up 30 months","icare:icv2000000001"
"f9_DCARVE","Dose Carvedilol (mg) at 30 month follow-up","FLOAT","mg",,,2887,4088,1.25,100,,,,,"rxnorm:20352","Carvedilol",1346823,"Dosage","snomed:260911001",4118853,"milligram","ucum:mg",8576,"Drug_Exposure","Visit9/30months",2000000001,"follow-up 30 months","icare:icv2000000001"
"f9_DEBMUSCO","Muscle weakness at 30 month follow-up","INT",,"2 = never | 3 = sometimes | 4 = often | 5 = always",1,5075,1900,2,5,,"LOINC:LA6270-8| LOINC:LA10082-8| LOINC:LA10044-8| LOINC:LA9933-8","Never| sometimes| often| always","45876662| 45882528| 45884455| 45882536","snomed:26544005","Muscle weakness",79908,,,,,,,"Measurement","Visit9/30months",2000000001,"follow-up 30 months","icare:icv2000000001"
"f9_DENALA","Dose Enalapril (mg) at 30 month follow-up","FLOAT","mg",,,1289,5686,2,40,,,,,"rxnorm:3827","Enalapril",1341927,"Dosage","snomed:260911001",4118853,"milligram","ucum:mg",8576,"Drug_Exposure","Visit9/30months",2000000001,"follow-up 30 months","icare:icv2000000001"
"f9_DESALTAC","Description other ACE-inhibitor at 30 month follow-up","STR",,,,433,6542,,,,,,,"atc:C09AA","""ACE inhibitors, plain""",21601784,"Description|Other","loinc:LP6800-9|snomed:74964007","1029623|9177",,,,"Drug_Exposure","Visit9/30months",2000000001,"follow-up 30 months","icare:icv2000000001"
"f9_DESALTAR","Description other antiarrhythmic agent at 30 month follow-up","STR",,,,41,6934,,,,,,,"atc:C01B","ANTIARRHYTHMICS, CLASS I AND III",21600248,"Description|Other","loinc:LP6800-9|snomed:74964007","1029623|9177",,,,"Drug_Exposure","Visit9/30months",2000000001,"follow-up 30 months","icare:icv2000000001"
"f9_DESALTBB","Description Other beta blocker at 30 month follow-up","STR",,,,69,6906,,,,,,,"atc:C07A","BETA BLOCKING AGENTS",21601665,"Description|Other","loinc:LP6800-9|snomed:74964007","1029623|9177",,,,"Drug_Exposure","Visit9/30months",2000000001,"follow-up 30 months","icare:icv2000000001"
